"Status";"Amount";"Customer";"Pipeline status";"Status";"Creation date";"Closing date";"Product";"Country";"Sales person";"Prob"
"GREEN";"11,611.818";"Company 2";"EARLY";"SHORT LISTED";"03/10/2013 19:06:24";"04/01/2014 19:06:24";"PRODUCT 3";"Netherlands";"Jerri Preble";"78.429"
"RED";"14,897.458";"Company 3";"STANDBY";"QUALIFIED";"02/10/2013 09:58:24";"22/01/2014 09:58:24";"PRODUCT 11";"Sweden";"Jerri Preble";"12.135"
"YELLOW";"10,820.443";"Company 9";"STANDBY";"QUALIFIED";"16/10/2013 14:39:24";"18/01/2014 14:39:24";"PRODUCT 7";"Indonesia";"Roxie Foraker";"70.117"
"GREY";"13,774.316";"Company 2";"EARLY";"CONTACTED";"08/11/2013 10:44:24";"23/02/2014 10:44:24";"PRODUCT 1";"Norway";"Jamie Gilbeau";"39.542"
"RED";"14,211.114";"Company 7";"EARLY";"CONTACTED";"08/11/2013 04:40:24";"10/03/2014 04:40:24";"PRODUCT 3";"Poland";"Nita Marling";"7.142"
"GREEN";"8,985.644";"Company 9";"STANDBY";"DEMO";"07/11/2013 22:38:24";"13/03/2014 22:38:24";"PRODUCT 8";"Russia";"Neva Hunger";"82.365"
"GREEN";"11,754.636";"Company 7";"EARLY";"SHORT LISTED";"10/11/2013 00:38:24";"06/03/2014 00:38:24";"PRODUCT 5";"China";"Nita Marling";"79.019"
"YELLOW";"14,036.232";"Company 3";"ADVANCED";"LOST";"18/11/2013 19:45:24";"16/02/2014 19:45:24";"PRODUCT 7";"Australia";"Neva Hunger";"52.698"
"RED";"9,285.282";"Company 7";"ADVANCED";"STANDBY";"15/11/2013 06:17:24";"14/02/2014 06:17:24";"PRODUCT 4";"Norway";"Jamie Gilbeau";"16.228"
"GREEN";"12,089.919";"Company 7";"ADVANCED";"VERBAL COMMITMENT";"17/11/2013 12:32:24";"17/02/2014 12:32:24";"PRODUCT 4";"Norway";"Jerri Preble";"80.42"
"GREEN";"13,344.879";"Company 1";"ADVANCED";"SHORT LISTED";"06/11/2013 19:57:24";"26/02/2014 19:57:24";"PRODUCT 2";"Canada";"Kathrine Janas";"92.387"
"YELLOW";"10,007.034";"Company 7";"STANDBY";"LOST";"25/11/2013 13:05:24";"04/03/2014 13:05:24";"PRODUCT 8";"Canada";"Julio Burdge";"68.69"
"GREY";"11,788.612";"Company 8";"STANDBY";"CONTACTED";"04/11/2013 02:01:24";"03/02/2014 02:01:24";"PRODUCT 4";"Germany";"Kathrine Janas";"45.575"
"GREEN";"12,893.563";"Company 6";"STANDBY";"LOST";"17/11/2013 11:33:24";"16/03/2014 11:33:24";"PRODUCT 10";"France";"Julio Burdge";"93.585"
"YELLOW";"9,652.551";"Company 5";"ADVANCED";"WIN";"24/11/2013 15:29:24";"11/03/2014 15:29:24";"PRODUCT 4";"China";"Jerri Preble";"68.782"
"GREEN";"13,662.03";"Company 3";"EARLY";"SHORT LISTED";"22/11/2013 16:48:24";"04/04/2014 16:48:24";"PRODUCT 3";"South Korea";"Roxie Foraker";"97.878"
"RED";"11,782.887";"Company 9";"ADVANCED";"WIN";"18/11/2013 23:59:24";"18/02/2014 23:59:24";"PRODUCT 3";"Netherlands";"Roxie Foraker";"19.511"
"GREY";"8,104.099";"Company 3";"EARLY";"STANDBY";"15/11/2013 19:57:24";"16/02/2014 19:57:24";"PRODUCT 8";"Russia";"Kathrine Janas";"28.955"
"GREEN";"11,726.898";"Company 7";"EARLY";"STANDBY";"23/11/2013 20:33:24";"22/02/2014 20:33:24";"PRODUCT 11";"Switzerland";"Darryl Innes";"98.515"
"YELLOW";"10,974.893";"Company 5";"ADVANCED";"CONTACTED";"16/11/2013 05:01:24";"24/03/2014 05:01:24";"PRODUCT 8";"Spain";"Nita Marling";"70.876"
"GREY";"11,385.627";"Company 9";"ADVANCED";"DEMO";"26/11/2013 04:39:24";"23/03/2014 04:39:24";"PRODUCT 5";"Australia";"Neva Hunger";"47.677"
"RED";"13,589.034";"Company 3";"EARLY";"WIN";"10/11/2013 04:23:24";"09/02/2014 04:23:24";"PRODUCT 1";"Norway";"Darryl Innes";"20.57"
"RED";"11,928.276";"Company 3";"ADVANCED";"VERBAL COMMITMENT";"16/11/2013 11:31:24";"12/03/2014 11:31:24";"PRODUCT 1";"Russia";"Jamie Gilbeau";"17.028"
"YELLOW";"12,428.401";"Company 2";"EARLY";"DEMO";"31/10/2013 03:44:24";"05/02/2014 03:44:24";"PRODUCT 6";"China";"Darryl Innes";"58.178"
"YELLOW";"14,468.329";"Company 7";"STANDBY";"QUALIFIED";"08/11/2013 11:11:24";"11/03/2014 11:11:24";"PRODUCT 8";"Turkey";"Jerri Preble";"50.909"
"YELLOW";"14,261.603";"Company 5";"STANDBY";"LOST";"03/11/2013 14:40:24";"28/02/2014 14:40:24";"PRODUCT 6";"Mexico";"Julio Burdge";"61.535"
"GREY";"13,001.386";"Company 3";"EARLY";"STANDBY";"02/11/2013 18:11:24";"07/03/2014 18:11:24";"PRODUCT 1";"Spain";"Nita Marling";"43.271"
"RED";"14,275.179";"Company 3";"STANDBY";"LOST";"06/11/2013 17:10:24";"25/02/2014 17:10:24";"PRODUCT 1";"Netherlands";"Jamie Gilbeau";"14.788"
"RED";"11,104.715";"Company 4";"ADVANCED";"LOST";"27/11/2013 19:00:24";"14/03/2014 19:00:24";"PRODUCT 8";"Sweden";"Kathrine Janas";"12.117"
"YELLOW";"13,716.508";"Company 9";"STANDBY";"QUALIFIED";"26/11/2013 09:08:24";"05/04/2014 09:08:24";"PRODUCT 8";"Japan";"Darryl Innes";"61.16"
"GREY";"9,898.526";"Company 2";"EARLY";"QUALIFIED";"22/11/2013 11:22:24";"25/03/2014 11:22:24";"PRODUCT 8";"Spain";"Darryl Innes";"43.083"
"GREY";"10,548.444";"Company 3";"EARLY";"CONTACTED";"22/11/2013 17:11:24";"24/02/2014 17:11:24";"PRODUCT 11";"Australia";"Jerri Preble";"49.849"
"YELLOW";"12,768.965";"Company 1";"EARLY";"DEMO";"03/11/2013 05:17:24";"10/02/2014 05:17:24";"PRODUCT 1";"Japan";"Jamie Gilbeau";"52.161"
"GREY";"8,615.664";"Company 8";"EARLY";"CONTACTED";"22/12/2013 22:42:24";"25/04/2014 22:42:24";"PRODUCT 3";"Turkey";"Roxie Foraker";"27.077"
"RED";"8,352.824";"Company 7";"EARLY";"LOST";"23/12/2013 21:24:24";"20/04/2014 21:24:24";"PRODUCT 8";"Belgium";"Roxie Foraker";"17.566"
"RED";"13,822.743";"Company 9";"ADVANCED";"QUALIFIED";"07/12/2013 02:43:24";"15/03/2014 02:43:24";"PRODUCT 3";"Japan";"Nita Marling";"21.27"
"GREY";"12,283.968";"Company 3";"STANDBY";"SHORT LISTED";"14/12/2013 07:24:24";"06/04/2014 07:24:24";"PRODUCT 10";"Netherlands";"Jerri Preble";"30.735"
"YELLOW";"13,823.938";"Company 1";"ADVANCED";"QUALIFIED";"16/12/2013 19:47:24";"23/04/2014 19:47:24";"PRODUCT 3";"Brazil";"Nita Marling";"72.381"
"RED";"10,201.487";"Company 3";"ADVANCED";"CONTACTED";"11/12/2013 07:01:24";"22/04/2014 07:01:24";"PRODUCT 8";"United Kingdom";"Julio Burdge";"16.472"
"YELLOW";"14,724.699";"Company 9";"EARLY";"STANDBY";"05/12/2013 12:49:24";"08/04/2014 12:49:24";"PRODUCT 1";"Turkey";"Julio Burdge";"55.357"
"YELLOW";"8,519.56";"Company 3";"STANDBY";"LOST";"06/12/2013 18:06:24";"27/03/2014 18:06:24";"PRODUCT 4";"Belgium";"Jamie Gilbeau";"72.239"
"GREY";"12,294.894";"Company 5";"EARLY";"WIN";"23/12/2013 10:26:24";"06/05/2014 10:26:24";"PRODUCT 8";"Belgium";"Darryl Innes";"47.747"
"GREEN";"14,459.041";"Company 1";"STANDBY";"CONTACTED";"12/12/2013 03:08:24";"12/04/2014 03:08:24";"PRODUCT 4";"Brazil";"Kathrine Janas";"76.575"
"GREEN";"13,193.752";"Company 2";"EARLY";"WIN";"01/12/2013 00:06:24";"12/03/2014 00:06:24";"PRODUCT 10";"South Korea";"Roxie Foraker";"91.443"
"RED";"11,840.765";"Company 5";"STANDBY";"SHORT LISTED";"08/12/2013 15:26:24";"06/04/2014 15:26:24";"PRODUCT 1";"China";"Jamie Gilbeau";"16.665"
"GREEN";"11,706.532";"Company 7";"ADVANCED";"SHORT LISTED";"08/12/2013 10:52:24";"03/04/2014 10:52:24";"PRODUCT 11";"Switzerland";"Neva Hunger";"98.57"
"GREEN";"13,140.57";"Company 9";"ADVANCED";"VERBAL COMMITMENT";"14/12/2013 17:26:24";"18/03/2014 17:26:24";"PRODUCT 11";"Turkey";"Nita Marling";"85.05"
"YELLOW";"9,492.899";"Company 1";"EARLY";"DEMO";"27/12/2013 12:29:24";"28/03/2014 12:29:24";"PRODUCT 6";"United Kingdom";"Roxie Foraker";"51.512"
"GREEN";"9,306.04";"Company 9";"STANDBY";"QUALIFIED";"07/12/2013 13:13:24";"04/04/2014 13:13:24";"PRODUCT 5";"South Korea";"Kathrine Janas";"95.471"
"GREY";"11,847.033";"Company 5";"ADVANCED";"CONTACTED";"19/12/2013 11:17:24";"09/04/2014 11:17:24";"PRODUCT 8";"China";"Kathrine Janas";"47.084"
"YELLOW";"9,834.963";"Company 6";"ADVANCED";"STANDBY";"10/12/2013 15:42:24";"29/03/2014 15:42:24";"PRODUCT 3";"Canada";"Jamie Gilbeau";"67.859"
"GREY";"10,969.44";"Company 5";"ADVANCED";"QUALIFIED";"07/12/2013 10:43:24";"26/03/2014 10:43:24";"PRODUCT 2";"Poland";"Julio Burdge";"34.834"
"GREY";"8,615.515";"Company 6";"ADVANCED";"WIN";"16/12/2013 11:23:24";"22/03/2014 11:23:24";"PRODUCT 2";"Australia";"Roxie Foraker";"32.463"
"GREEN";"8,750.5";"Company 3";"EARLY";"SHORT LISTED";"03/12/2013 21:40:24";"03/03/2014 21:40:24";"PRODUCT 4";"Norway";"Neva Hunger";"99.498"
"RED";"12,028.154";"Company 4";"STANDBY";"SHORT LISTED";"20/12/2013 06:29:24";"26/03/2014 06:29:24";"PRODUCT 3";"Japan";"Neva Hunger";"3.121"
"GREY";"12,565.717";"Company 4";"STANDBY";"STANDBY";"16/12/2013 08:16:24";"23/04/2014 08:16:24";"PRODUCT 3";"Japan";"Jerri Preble";"37.589"
"YELLOW";"13,809.239";"Company 9";"STANDBY";"LOST";"18/12/2013 03:59:24";"24/03/2014 03:59:24";"PRODUCT 8";"Indonesia";"Julio Burdge";"69.67"
"GREEN";"14,582.7";"Company 6";"STANDBY";"SHORT LISTED";"21/12/2013 16:38:24";"02/04/2014 16:38:24";"PRODUCT 6";"South Korea";"Neva Hunger";"78.124"
"YELLOW";"11,176.364";"Company 1";"ADVANCED";"DEMO";"15/12/2013 15:42:24";"20/03/2014 15:42:24";"PRODUCT 8";"Australia";"Jerri Preble";"59.496"
"GREEN";"14,079.857";"Company 6";"ADVANCED";"SHORT LISTED";"19/12/2013 08:47:24";"29/03/2014 08:47:24";"PRODUCT 3";"United States";"Roxie Foraker";"97.499"
"RED";"9,715.416";"Company 3";"STANDBY";"CONTACTED";"10/12/2013 04:06:24";"28/03/2014 04:06:24";"PRODUCT 4";"Norway";"Neva Hunger";"18.228"
"GREEN";"9,276.807";"Company 5";"EARLY";"QUALIFIED";"05/12/2013 04:35:24";"03/04/2014 04:35:24";"PRODUCT 2";"Sweden";"Nita Marling";"78.5"
"YELLOW";"13,529.344";"Company 3";"ADVANCED";"SHORT LISTED";"30/11/2013 08:03:24";"18/03/2014 08:03:24";"PRODUCT 7";"Brazil";"Kathrine Janas";"59.565"
"YELLOW";"11,176.515";"Company 4";"EARLY";"DEMO";"07/01/2014 09:37:24";"04/05/2014 09:37:24";"PRODUCT 1";"Italy";"Neva Hunger";"63.456"
"GREY";"11,148.653";"Company 6";"STANDBY";"QUALIFIED";"12/01/2014 22:24:24";"21/04/2014 22:24:24";"PRODUCT 1";"Mexico";"Kathrine Janas";"34.255"
"YELLOW";"12,919.142";"Company 3";"EARLY";"DEMO";"26/01/2014 02:30:24";"25/05/2014 02:30:24";"PRODUCT 11";"Poland";"Kathrine Janas";"51.528"
"YELLOW";"9,703.615";"Company 6";"STANDBY";"CONTACTED";"23/01/2014 11:30:24";"05/06/2014 11:30:24";"PRODUCT 10";"Turkey";"Roxie Foraker";"68.203"
"GREEN";"9,147.617";"Company 3";"STANDBY";"STANDBY";"17/01/2014 03:17:24";"25/04/2014 03:17:24";"PRODUCT 10";"Saudi Arabia";"Neva Hunger";"90.149"
"RED";"8,858.199";"Company 6";"STANDBY";"QUALIFIED";"31/12/2013 02:44:24";"11/04/2014 02:44:24";"PRODUCT 3";"Poland";"Nita Marling";"19.73"
"RED";"12,884.92";"Company 3";"EARLY";"LOST";"21/01/2014 16:20:24";"31/05/2014 16:20:24";"PRODUCT 4";"Switzerland";"Julio Burdge";"10.595"
"RED";"9,005.715";"Company 3";"ADVANCED";"QUALIFIED";"15/01/2014 07:07:24";"23/05/2014 07:07:24";"PRODUCT 11";"Switzerland";"Darryl Innes";"5.965"
"YELLOW";"10,423.098";"Company 7";"STANDBY";"DEMO";"01/01/2014 14:57:24";"15/04/2014 14:57:24";"PRODUCT 7";"Sweden";"Kathrine Janas";"57.697"
"GREY";"8,226.186";"Company 5";"ADVANCED";"DEMO";"21/01/2014 22:23:24";"03/06/2014 22:23:24";"PRODUCT 8";"China";"Roxie Foraker";"48.377"
"YELLOW";"11,723.986";"Company 8";"ADVANCED";"VERBAL COMMITMENT";"21/01/2014 16:28:24";"10/05/2014 16:28:24";"PRODUCT 11";"Indonesia";"Darryl Innes";"63.705"
"GREEN";"12,505.434";"Company 5";"ADVANCED";"STANDBY";"25/01/2014 20:15:24";"17/05/2014 20:15:24";"PRODUCT 8";"Belgium";"Julio Burdge";"87.459"
"RED";"10,831.651";"Company 2";"ADVANCED";"WIN";"06/01/2014 02:46:24";"12/04/2014 02:46:24";"PRODUCT 10";"Belgium";"Roxie Foraker";"16.275"
"RED";"13,715.878";"Company 3";"STANDBY";"DEMO";"03/01/2014 20:00:24";"15/05/2014 20:00:24";"PRODUCT 6";"Netherlands";"Jamie Gilbeau";"16.536"
"YELLOW";"13,796.561";"Company 1";"STANDBY";"CONTACTED";"11/01/2014 09:23:24";"22/04/2014 09:23:24";"PRODUCT 11";"Canada";"Roxie Foraker";"70.611"
"GREEN";"8,859.064";"Company 5";"EARLY";"STANDBY";"08/01/2014 02:10:24";"25/04/2014 02:10:24";"PRODUCT 8";"Saudi Arabia";"Jamie Gilbeau";"84.729"
"YELLOW";"11,611.462";"Company 3";"EARLY";"LOST";"05/01/2014 08:47:24";"05/04/2014 08:47:24";"PRODUCT 8";"Poland";"Neva Hunger";"55.741"
"RED";"8,069.903";"Company 9";"STANDBY";"STANDBY";"20/01/2014 18:24:24";"24/05/2014 18:24:24";"PRODUCT 5";"United Kingdom";"Julio Burdge";"19.047"
"RED";"13,658.984";"Company 9";"ADVANCED";"CONTACTED";"27/01/2014 03:37:24";"03/05/2014 03:37:24";"PRODUCT 6";"India";"Jamie Gilbeau";"24.937"
"RED";"13,882.635";"Company 9";"EARLY";"VERBAL COMMITMENT";"09/01/2014 17:47:24";"14/05/2014 17:47:24";"PRODUCT 1";"Turkey";"Darryl Innes";"15.632"
"RED";"12,170.957";"Company 6";"STANDBY";"WIN";"01/01/2014 22:02:24";"27/04/2014 22:02:24";"PRODUCT 5";"Germany";"Roxie Foraker";"0.271"
"YELLOW";"10,258.504";"Company 1";"EARLY";"CONTACTED";"06/01/2014 02:07:24";"11/05/2014 02:07:24";"PRODUCT 8";"Poland";"Jamie Gilbeau";"50.13"
"YELLOW";"14,199.454";"Company 4";"ADVANCED";"VERBAL COMMITMENT";"20/01/2014 06:17:24";"19/05/2014 06:17:24";"PRODUCT 7";"Italy";"Kathrine Janas";"61.315"
"YELLOW";"13,875.161";"Company 1";"ADVANCED";"SHORT LISTED";"08/01/2014 18:07:24";"10/04/2014 18:07:24";"PRODUCT 11";"Poland";"Nita Marling";"57.217"
"GREY";"11,599.543";"Company 3";"STANDBY";"CONTACTED";"31/12/2013 22:11:24";"10/05/2014 22:11:24";"PRODUCT 1";"Switzerland";"Kathrine Janas";"27.981"
"GREY";"9,177.777";"Company 3";"STANDBY";"SHORT LISTED";"01/01/2014 19:36:24";"24/04/2014 19:36:24";"PRODUCT 11";"Switzerland";"Julio Burdge";"29.258"
"GREEN";"11,523.77";"Company 4";"EARLY";"VERBAL COMMITMENT";"23/01/2014 02:04:24";"11/05/2014 02:04:24";"PRODUCT 10";"Norway";"Darryl Innes";"87.505"
"GREEN";"8,691.88";"Company 2";"EARLY";"SHORT LISTED";"16/01/2014 11:22:24";"20/05/2014 11:22:24";"PRODUCT 7";"Sweden";"Kathrine Janas";"84.105"
"RED";"11,928.348";"Company 8";"EARLY";"CONTACTED";"19/01/2014 23:52:24";"26/05/2014 23:52:24";"PRODUCT 7";"Japan";"Nita Marling";"15.562"
"YELLOW";"11,097.912";"Company 7";"ADVANCED";"CONTACTED";"02/01/2014 21:52:24";"06/04/2014 21:52:24";"PRODUCT 8";"China";"Darryl Innes";"52.043"
"GREY";"9,591.076";"Company 6";"STANDBY";"VERBAL COMMITMENT";"24/02/2014 23:46:24";"25/06/2014 23:46:24";"PRODUCT 7";"Norway";"Julio Burdge";"41.532"
"GREY";"14,567.498";"Company 9";"STANDBY";"SHORT LISTED";"14/02/2014 06:31:24";"04/06/2014 06:31:24";"PRODUCT 6";"United States";"Neva Hunger";"31.866"
"RED";"9,140.968";"Company 9";"EARLY";"DEMO";"01/02/2014 00:50:24";"03/06/2014 00:50:24";"PRODUCT 7";"Japan";"Roxie Foraker";"7.903"
"YELLOW";"11,861.441";"Company 4";"EARLY";"CONTACTED";"09/02/2014 00:59:24";"22/06/2014 00:59:24";"PRODUCT 2";"Norway";"Julio Burdge";"66.109"
"YELLOW";"8,599.604";"Company 4";"EARLY";"STANDBY";"22/02/2014 14:54:24";"01/06/2014 14:54:24";"PRODUCT 8";"Brazil";"Jerri Preble";"73.811"
"GREEN";"12,689.43";"Company 9";"ADVANCED";"VERBAL COMMITMENT";"22/02/2014 17:19:24";"11/06/2014 17:19:24";"PRODUCT 4";"Poland";"Roxie Foraker";"85.4"
"RED";"13,934.203";"Company 8";"EARLY";"LOST";"20/02/2014 19:20:24";"06/06/2014 19:20:24";"PRODUCT 1";"Canada";"Julio Burdge";"12.727"
"YELLOW";"12,831.472";"Company 7";"STANDBY";"WIN";"05/02/2014 05:00:24";"10/06/2014 05:00:24";"PRODUCT 8";"South Korea";"Kathrine Janas";"71.975"
"YELLOW";"9,122.41";"Company 2";"EARLY";"WIN";"02/02/2014 21:05:24";"04/05/2014 21:05:24";"PRODUCT 8";"Saudi Arabia";"Darryl Innes";"54.276"
"GREEN";"11,521.04";"Company 7";"ADVANCED";"VERBAL COMMITMENT";"19/02/2014 22:33:24";"30/06/2014 22:33:24";"PRODUCT 1";"South Korea";"Jerri Preble";"92.315"
"RED";"11,228.804";"Company 4";"ADVANCED";"VERBAL COMMITMENT";"08/02/2014 08:32:24";"12/05/2014 08:32:24";"PRODUCT 7";"China";"Darryl Innes";"20.211"
"GREY";"10,589.939";"Company 3";"EARLY";"LOST";"27/02/2014 02:20:24";"05/07/2014 02:20:24";"PRODUCT 11";"Sweden";"Darryl Innes";"48.933"
"RED";"10,993.125";"Company 4";"STANDBY";"STANDBY";"11/02/2014 14:06:24";"16/05/2014 14:06:24";"PRODUCT 7";"Brazil";"Jamie Gilbeau";"4.509"
"RED";"12,874.889";"Company 6";"EARLY";"LOST";"18/02/2014 20:10:24";"01/06/2014 20:10:24";"PRODUCT 1";"Canada";"Jerri Preble";"1.303"
"GREY";"12,430.215";"Company 9";"STANDBY";"STANDBY";"03/02/2014 21:51:24";"10/05/2014 21:51:24";"PRODUCT 6";"Russia";"Neva Hunger";"47.624"
"RED";"9,385.837";"Company 1";"EARLY";"VERBAL COMMITMENT";"03/02/2014 09:18:24";"21/05/2014 09:18:24";"PRODUCT 3";"Sweden";"Roxie Foraker";"5.924"
"YELLOW";"13,941.69";"Company 4";"EARLY";"DEMO";"22/02/2014 00:50:24";"15/06/2014 00:50:24";"PRODUCT 7";"Netherlands";"Neva Hunger";"54.869"
"GREY";"14,735.973";"Company 9";"ADVANCED";"SHORT LISTED";"11/02/2014 11:38:24";"18/06/2014 11:38:24";"PRODUCT 6";"Australia";"Darryl Innes";"25.526"
"RED";"11,439.312";"Company 5";"ADVANCED";"QUALIFIED";"26/02/2014 03:56:24";"20/06/2014 03:56:24";"PRODUCT 1";"Switzerland";"Jamie Gilbeau";"8.949"
"YELLOW";"14,333.473";"Company 6";"EARLY";"WIN";"31/01/2014 00:07:24";"17/05/2014 00:07:24";"PRODUCT 8";"Belgium";"Julio Burdge";"57.421"
"GREY";"12,980.101";"Company 3";"EARLY";"VERBAL COMMITMENT";"11/02/2014 03:13:24";"06/06/2014 03:13:24";"PRODUCT 8";"Netherlands";"Neva Hunger";"26.623"
"GREY";"8,834.963";"Company 6";"EARLY";"WIN";"21/02/2014 12:00:24";"11/06/2014 12:00:24";"PRODUCT 3";"United States";"Nita Marling";"30.988"
"RED";"12,413.147";"Company 4";"STANDBY";"VERBAL COMMITMENT";"20/02/2014 11:40:24";"26/06/2014 11:40:24";"PRODUCT 6";"Russia";"Jerri Preble";"9.516"
"RED";"12,360.697";"Company 5";"EARLY";"CONTACTED";"03/02/2014 09:15:24";"24/05/2014 09:15:24";"PRODUCT 5";"Germany";"Darryl Innes";"24.305"
"GREY";"9,538.153";"Company 1";"STANDBY";"CONTACTED";"09/02/2014 15:46:24";"04/06/2014 15:46:24";"PRODUCT 3";"Netherlands";"Roxie Foraker";"39.07"
"GREY";"14,971.455";"Company 1";"EARLY";"QUALIFIED";"12/02/2014 05:57:24";"23/06/2014 05:57:24";"PRODUCT 10";"Germany";"Kathrine Janas";"49.916"
"YELLOW";"10,275.691";"Company 6";"EARLY";"WIN";"11/02/2014 03:39:24";"19/05/2014 03:39:24";"PRODUCT 3";"Poland";"Nita Marling";"65.629"
"YELLOW";"10,907.156";"Company 3";"EARLY";"CONTACTED";"31/01/2014 03:01:24";"14/05/2014 03:01:24";"PRODUCT 1";"Germany";"Julio Burdge";"59.745"
"GREY";"10,349.179";"Company 3";"ADVANCED";"LOST";"21/02/2014 12:10:24";"03/06/2014 12:10:24";"PRODUCT 2";"Turkey";"Nita Marling";"41.676"
"RED";"12,087.202";"Company 8";"EARLY";"VERBAL COMMITMENT";"18/02/2014 07:49:24";"21/05/2014 07:49:24";"PRODUCT 10";"Italy";"Neva Hunger";"19.143"
"GREY";"14,978.574";"Company 8";"ADVANCED";"VERBAL COMMITMENT";"04/03/2014 13:16:24";"03/06/2014 13:16:24";"PRODUCT 3";"Germany";"Darryl Innes";"49.196"
"RED";"8,372.526";"Company 7";"EARLY";"DEMO";"18/03/2014 14:06:24";"25/07/2014 14:06:24";"PRODUCT 6";"Spain";"Darryl Innes";"0.079"
"YELLOW";"14,085.792";"Company 2";"ADVANCED";"LOST";"27/03/2014 03:45:24";"13/07/2014 03:45:24";"PRODUCT 7";"China";"Darryl Innes";"71.198"
"GREY";"11,089.366";"Company 7";"EARLY";"STANDBY";"09/03/2014 19:15:24";"28/06/2014 19:15:24";"PRODUCT 11";"Russia";"Jerri Preble";"43.478"
"YELLOW";"14,511.832";"Company 8";"ADVANCED";"QUALIFIED";"06/03/2014 08:52:24";"30/06/2014 08:52:24";"PRODUCT 2";"France";"Kathrine Janas";"57.357"
"GREY";"8,314.76";"Company 3";"STANDBY";"SHORT LISTED";"10/03/2014 10:41:24";"25/06/2014 10:41:24";"PRODUCT 10";"Russia";"Jerri Preble";"40.688"
"GREY";"13,745.632";"Company 5";"EARLY";"STANDBY";"10/03/2014 18:10:24";"25/06/2014 18:10:24";"PRODUCT 4";"Russia";"Nita Marling";"33.815"
"GREEN";"10,423.754";"Company 6";"ADVANCED";"SHORT LISTED";"13/03/2014 08:00:24";"29/06/2014 08:00:24";"PRODUCT 4";"South Korea";"Jamie Gilbeau";"84.095"
"RED";"9,664.64";"Company 4";"EARLY";"LOST";"26/03/2014 20:27:24";"28/07/2014 20:27:24";"PRODUCT 11";"Mexico";"Jerri Preble";"7.112"
"GREY";"14,398.33";"Company 7";"STANDBY";"LOST";"11/03/2014 08:24:24";"12/06/2014 08:24:24";"PRODUCT 3";"Switzerland";"Roxie Foraker";"36.878"
"RED";"14,787.102";"Company 4";"ADVANCED";"WIN";"27/03/2014 03:18:24";"13/07/2014 03:18:24";"PRODUCT 6";"Switzerland";"Roxie Foraker";"12.258"
"YELLOW";"9,398.06";"Company 2";"EARLY";"DEMO";"07/03/2014 14:24:24";"08/07/2014 14:24:24";"PRODUCT 8";"Japan";"Julio Burdge";"71.904"
"YELLOW";"8,536.066";"Company 3";"STANDBY";"SHORT LISTED";"20/03/2014 09:52:24";"03/07/2014 09:52:24";"PRODUCT 4";"Brazil";"Julio Burdge";"54.953"
"GREY";"13,092.467";"Company 1";"EARLY";"QUALIFIED";"06/03/2014 22:28:24";"30/06/2014 22:28:24";"PRODUCT 1";"Russia";"Kathrine Janas";"29.761"
"GREEN";"13,015.114";"Company 5";"EARLY";"SHORT LISTED";"13/03/2014 20:32:24";"14/07/2014 20:32:24";"PRODUCT 4";"Australia";"Neva Hunger";"97.936"
"GREY";"9,255.113";"Company 9";"EARLY";"QUALIFIED";"11/03/2014 21:14:24";"28/06/2014 21:14:24";"PRODUCT 8";"Saudi Arabia";"Roxie Foraker";"45.935"
"GREY";"8,795.803";"Company 1";"EARLY";"WIN";"03/03/2014 08:47:24";"23/06/2014 08:47:24";"PRODUCT 11";"Italy";"Neva Hunger";"41.489"
"GREEN";"14,119.404";"Company 9";"EARLY";"SHORT LISTED";"23/03/2014 06:56:24";"07/07/2014 06:56:24";"PRODUCT 8";"Switzerland";"Jerri Preble";"97.129"
"GREY";"9,216.83";"Company 5";"ADVANCED";"QUALIFIED";"25/03/2014 15:17:24";"05/07/2014 15:17:24";"PRODUCT 4";"United Kingdom";"Jamie Gilbeau";"48.068"
"RED";"8,996.112";"Company 5";"EARLY";"WIN";"01/03/2014 13:38:24";"02/06/2014 13:38:24";"PRODUCT 6";"Germany";"Roxie Foraker";"16.715"
"YELLOW";"9,694.916";"Company 6";"ADVANCED";"STANDBY";"16/03/2014 07:50:24";"25/06/2014 07:50:24";"PRODUCT 6";"India";"Jerri Preble";"61.08"
"GREY";"8,652.619";"Company 8";"ADVANCED";"LOST";"13/03/2014 22:34:24";"27/06/2014 22:34:24";"PRODUCT 10";"Spain";"Neva Hunger";"29.336"
"YELLOW";"11,547.406";"Company 1";"EARLY";"DEMO";"07/03/2014 19:13:24";"16/06/2014 19:13:24";"PRODUCT 3";"Saudi Arabia";"Julio Burdge";"67.807"
"YELLOW";"9,953.873";"Company 2";"EARLY";"STANDBY";"04/03/2014 22:10:24";"09/07/2014 22:10:24";"PRODUCT 5";"Netherlands";"Kathrine Janas";"54.645"
"YELLOW";"11,826.586";"Company 3";"ADVANCED";"WIN";"18/03/2014 23:07:24";"13/07/2014 23:07:24";"PRODUCT 4";"Switzerland";"Nita Marling";"56.46"
"GREY";"13,265.075";"Company 8";"EARLY";"STANDBY";"21/03/2014 08:30:24";"23/06/2014 08:30:24";"PRODUCT 11";"Poland";"Kathrine Janas";"30.178"
"RED";"11,665.729";"Company 3";"EARLY";"SHORT LISTED";"14/03/2014 00:59:24";"30/06/2014 00:59:24";"PRODUCT 8";"Turkey";"Nita Marling";"17.378"
